episode,reward
100,0.013
200,0.023
300,0.013
400,-0.023
500,0.005
600,0.007
700,0.002
800,0.002
900,0.002
1000,0.002
1100,0.002
1200,0.002
1300,0.002
1400,0.002
1500,0.002
1600,0.002
1700,0.002
1800,0.002
1900,0.002
2000,0.002
2100,0.002
2200,0.002
2300,0.002
2400,0.002
2500,0.002
2600,0.002
2700,0.002
2800,0.002
2900,0.002
3000,0.002
3100,0.002
3200,0.002
3300,0.002
3400,0.002
3500,0.002
3600,0.002
3700,0.002
3800,0.002
3900,0.002
4000,0.002
4100,0.002
4200,0.002
4300,0.002
4400,0.002
4500,0.002
4600,0.002
4700,0.002
4800,0.002
4900,0.002
5000,0.002
5100,0.002
5200,0.002
5300,0.002
5400,0.002
5500,0.002
5600,0.002
5700,0.002
5800,0.002
5900,0.002
6000,0.002
6100,0.002
6200,0.002
6300,0.002
6400,0.002
6500,0.002
6600,0.002
6700,0.002
6800,0.002
6900,0.002
7000,0.002
7100,0.002
7200,0.002
7300,0.002
7400,0.002
7500,0.002
7600,0.002
7700,0.002
7800,0.002
7900,0.002
8000,0.002
8100,0.002
8200,0.002
8300,0.002
8400,0.002
8500,0.002
8600,0.002
8700,0.002
8800,0.002
8900,0.002
9000,0.002
9100,0.002
9200,0.002
9300,0.002
9400,0.002
9500,0.002
9600,0.002
9700,0.002
9800,0.002
9900,0.002
10000,0.002
10100,0.002
10200,0.002
