episode,reward
100,-0.005
200,-0.006
300,0.025
400,0.022
500,0.055
600,-0.003
700,0.017
800,-0.023
900,-0.015
1000,-0.001
1100,0.03
1200,0.062
1300,0.004
1400,0.011
1500,0.014
1600,0.05
1700,0.06
1800,0.076
1900,0.047
2000,0.057
2100,0.075
2200,0.092
2300,0.043
2400,0.065
2500,0.031
2600,0.055
2700,0.031
2800,0.041
2900,0.021
3000,0.042
3100,-0.03
3200,-0.006
3300,0.024
3400,0.06
3500,0.031
3600,0.028
3700,0.001
3800,-0.014
3900,0.01
4000,-0.002
4100,0.017
4200,0.044
4300,-0.009
4400,-0.033
4500,0.025
4600,-0.013
4700,0.005
4800,-0.027
4900,-0.006
5000,0.02
5100,-0.002
5200,0.016
5300,0.004
5400,0.012
5500,-0.011
5600,-0.01
5700,-0.03
5800,-0.03
5900,-0.03
6000,-0.03
6100,-0.03
6200,-0.03
6300,-0.03
6400,-0.03
6500,-0.03
6600,-0.03
6700,-0.03
6800,-0.03
6900,-0.03
7000,-0.03
7100,-0.03
7200,-0.03
7300,-0.03
7400,-0.03
7500,-0.03
7600,-0.03
7700,-0.03
7800,-0.03
7900,-0.03
8000,-0.03
8100,-0.03
8200,-0.03
8300,-0.03
8400,-0.03
8500,-0.03
8600,-0.03
8700,-0.03
8800,-0.03
8900,-0.03
9000,-0.03
9100,-0.03
9200,-0.03
9300,-0.03
9400,-0.03
9500,-0.03
9600,-0.03
9700,-0.03
9800,-0.03
9900,-0.03
10000,-0.03
10100,-0.03
10200,-0.03
10300,-0.03
10400,-0.03
10500,-0.03
10600,-0.03
10700,-0.03
10800,-0.03
10900,-0.03
11000,-0.03
11100,-0.03
11200,-0.03
11300,-0.03
11400,-0.03
11500,-0.03
11600,-0.03
11700,-0.03
11800,-0.03
11900,-0.03
12000,-0.03
12100,-0.03
12200,-0.03
12300,-0.03
12400,-0.03
12500,-0.03
12600,-0.03
12700,-0.03
12800,-0.03
12900,-0.03
13000,-0.03
13100,-0.03
13200,-0.03
13300,-0.03
13400,-0.03
13500,-0.03
13600,-0.03
13700,-0.03
13800,-0.03
13900,-0.03
14000,-0.03
14100,-0.03
14200,-0.03
14300,-0.03
14400,-0.03
14500,-0.03
14600,-0.03
14700,-0.03
14800,-0.03
14900,-0.03
15000,-0.03
15100,-0.03
15200,-0.03
15300,-0.03
15400,-0.03
15500,-0.03
15600,-0.03
15700,-0.03
15800,-0.03
15900,-0.03
16000,-0.03
16100,-0.03
16200,-0.03
16300,-0.03
16400,-0.03
16500,-0.03
16600,-0.03
16700,-0.03
16800,-0.03
16900,-0.03
17000,-0.03
17100,-0.03
17200,-0.03
17300,-0.03
17400,-0.03
17500,-0.03
17600,-0.03
17700,-0.03
17800,-0.03
17900,-0.03
18000,-0.03
18100,-0.03
18200,-0.03
18300,-0.03
18400,-0.03
18500,-0.03
18600,-0.03
18700,-0.03
18800,-0.03
18900,-0.03
19000,-0.03
19100,-0.03
19200,-0.03
19300,-0.03
19400,-0.03
19500,-0.03
19600,-0.03
19700,-0.03
19800,-0.03
19900,-0.03
20000,-0.03
20100,-0.03
20200,-0.03
20300,-0.03
20400,-0.03
20500,-0.03
20600,-0.03
20700,-0.03
20800,-0.03
20900,-0.03
21000,-0.03
21100,-0.03
21200,-0.03
21300,-0.03
21400,-0.03
21500,-0.03
21600,-0.03
21700,-0.03
21800,-0.03
21900,-0.03
22000,-0.03
22100,-0.03
22200,-0.03
22300,-0.03
22400,-0.03
22500,-0.03
22600,-0.03
22700,-0.03
22800,-0.03
22900,-0.03
23000,-0.03
23100,-0.03
23200,-0.03
23300,-0.03
23400,-0.03
23500,-0.03
23600,-0.03
23700,-0.03
23800,-0.03
23900,-0.03
24000,-0.03
24100,-0.03
24200,-0.03
24300,-0.03
24400,-0.03
24500,-0.03
24600,-0.03
24700,-0.03
24800,-0.03
24900,-0.03
25000,-0.03
25100,-0.03
25200,-0.03
25300,-0.03
25400,-0.03
25500,-0.03
25600,-0.03
25700,-0.03
25800,-0.03
25900,-0.03
26000,-0.03
26100,-0.03
26200,-0.03
26300,-0.03
26400,-0.03
26500,-0.03
26600,-0.03
26700,-0.03
26800,-0.03
26900,-0.03
27000,-0.03
27100,-0.03
27200,-0.03
27300,-0.03
27400,-0.03
27500,-0.03
27600,-0.03
27700,-0.03
27800,-0.03
27900,-0.03
28000,-0.03
28100,-0.03
28200,-0.03
28300,-0.03
28400,-0.03
28500,-0.03
28600,-0.03
28700,-0.03
28800,-0.03
28900,-0.03
29000,-0.03
29100,-0.03
29200,-0.03
29300,-0.03
29400,-0.03
29500,-0.03
29600,-0.03
29700,-0.03
29800,-0.03
29900,-0.03
30000,-0.03
30100,-0.03
30200,-0.03
30300,-0.03
30400,-0.03
30500,-0.03
30600,-0.03
30700,-0.03
30800,-0.03
30900,-0.03
31000,-0.03
31100,-0.03
31200,-0.03
31300,-0.03
31400,-0.03
31500,-0.03
31600,-0.03
31700,-0.03
31800,-0.03
31900,-0.03
32000,-0.03
32100,-0.03
32200,-0.03
32300,-0.03
32400,-0.03
32500,-0.03
32600,-0.03
32700,-0.03
32800,-0.03
32900,-0.03
33000,-0.03
33100,-0.03
33200,-0.03
33300,-0.03
33400,-0.03
33500,-0.03
33600,-0.03
33700,-0.03
33800,-0.03
33900,-0.03
34000,-0.03
34100,-0.03
34200,-0.03
34300,-0.03
34400,-0.03
34500,-0.03
34600,-0.03
34700,-0.03
34800,-0.03
34900,-0.03
35000,-0.03
35100,-0.03
35200,-0.03
35300,-0.03
35400,-0.03
35500,-0.03
35600,-0.03
35700,-0.03
35800,-0.03
35900,-0.03
36000,-0.03
