episode,reward
100,0.027
200,0.045
300,0.029
400,0.017
500,0.011
600,0.029
700,0.005
800,0.005
900,0.005
1000,0.005
1100,0.005
1200,0.005
1300,0.005
1400,0.005
1500,0.005
1600,0.005
1700,0.005
1800,0.005
1900,0.005
2000,0.005
2100,0.005
2200,0.005
2300,0.005
2400,0.005
2500,0.005
2600,0.005
2700,0.005
2800,0.005
2900,0.005
3000,0.005
3100,0.005
3200,0.005
3300,0.005
3400,0.005
3500,0.005
3600,0.005
3700,0.005
3800,0.005
3900,0.005
4000,0.005
4100,0.005
4200,0.005
4300,0.005
4400,0.005
4500,0.005
4600,0.005
4700,0.005
4800,0.005
4900,0.005
5000,0.005
5100,0.005
5200,0.005
5300,0.005
5400,0.005
5500,0.005
5600,0.005
5700,0.005
5800,0.005
5900,0.005
6000,0.005
6100,0.005
6200,0.005
6300,0.005
6400,0.005
6500,0.005
6600,0.005
6700,0.005
6800,0.005
6900,0.005
7000,0.005
7100,0.005
7200,0.005
7300,0.005
7400,0.005
7500,0.005
7600,0.005
7700,0.005
7800,0.005
7900,0.005
8000,0.005
8100,0.005
8200,0.005
8300,0.005
8400,0.005
8500,0.005
8600,0.005
8700,0.005
8800,0.005
8900,0.005
9000,0.005
9100,0.005
9200,0.005
9300,0.005
9400,0.005
9500,0.005
9600,0.005
9700,0.005
9800,0.005
9900,0.005
10000,0.005
10100,0.005
10200,0.005
